"Category level 1";"Category level 2";"Category level 3";"Category level 4";"Code";"Optional EAN";"Nature of Product authorized";"Mandatory specific data"
"BLU-RAY - DVD";"DVD";"DVD INTERACTIVE - EDUCATIONAL ";"DVD INTERACTIVE - EDUCATIONAL ";"1H020401";"No";"Standard";
"BLU-RAY - DVD";"DVD";"DVD MANGA - JAPANIMATION ";"DVD MANGA - JAPANIMATION ";"1H020501";"No";"Standard";
"BLU-RAY - DVD";"DVD";"DVD MUSICAL";"DVD MUSICAL";"1H020601";"No";"Standard";
"BLU-RAY - DVD";"DVD";"DVD THEATER - HUMOUR - SHOW";"DVD THEATER - HUMOUR - SHOW";"1H020801";"No";"Standard";
"BLU-RAY - DVD";"DVD";"DVD TV SERIES ";"DVD TV SERIES ";"1H020701";"No";"Standard";
"BLU-RAY - DVD";"UMD";"UMD ANIMATION - CARTOON ";"UMD ANIMATION - CARTOON ";"1H030101";"No";"Standard";
"BLU-RAY - DVD";"UMD";"UMD DOCUMENTARY ";"UMD DOCUMENTARY ";"1H030201";"No";"Standard";
"BLU-RAY - DVD";"UMD";"UMD FILM ";"UMD FILM ";"1H030301";"No";"Standard";
"BLU-RAY - DVD";"UMD";"UMD INTERACTIVE - EDUCATIONAL ";"UMD INTERACTIVE - EDUCATIONAL ";"1H030401";"No";"Standard";
"BLU-RAY - DVD";"UMD";"UMD MUSICAL";"UMD MUSICAL";"1H030501";"No";"Standard";
"BLU-RAY - DVD";"UMD";"UMD THEATER - HUMOUR - SHOW";"UMD THEATER - HUMOUR - SHOW";"1H030701";"No";"Standard";
"BLU-RAY - DVD";"UMD";"UMD TV SERIES ";"UMD TV SERIES ";"1H030601";"No";"Standard";
"BLU-RAY - DVD";"VHS TAPE";"VHS TAPE";"VHS TAPE";"1H040101";"No";"Standard";
"BOOKSHOP";"ANIMAL - NATURE";"ANIMALS";"ANIMALS";"19020301";"No";"Standard";
"BOOKSHOP";"ANIMAL - NATURE";"ASTRONOMY";"ASTRONOMY";"19020401";"No";"Standard";
"BOOKSHOP";"ANIMAL - NATURE";"NATURE";"NATURE";"19020201";"No";"Standard";
"BOOKSHOP";"ANIMAL - NATURE";"SUSTAINABLE DEVELOPMENT - ECOLOGY";"SUSTAINABLE DEVELOPMENT - ECOLOGY";"19020101";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"ARCHITECTURE";"ARCHITECTURE";"19030101";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"CINEMA - VIDEO";"CINEMA - VIDEO";"19030601";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"CIRCUS";"CIRCUS";"19030C01";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"DANCE";"DANCE";"19030701";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"DECORATIVE ARTS";"DECORATIVE ARTS";"19030301";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"FASHION";"FASHION";"19030801";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"FINE ARTS";"FINE ARTS";"19030501";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"HANDICRAFT";"HANDICRAFT";"19030201";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"MUSIC";"MUSIC";"19030901";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"OTHER ARTS";"OTHER ARTS";"19030401";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"PHOTOGRAPHY";"PHOTOGRAPHY";"19030A01";"No";"Standard";
"BOOKSHOP";"ARTS - CINEMA - MUSIC";"SCULPTURE";"SCULPTURE";"19030B01";"No";"Standard";
"BOOKSHOP";"CHILDRENS  BOOKS ";"0-3 YEARS - EARLY LEARNING";"0-3 YEARS - EARLY LEARNING
";"190F0101";"No";"Standard";
"BOOKSHOP";"CHILDRENS  BOOKS ";"12 YEARS AND UP - ADOLESCENTS";"12 YEARS AND UP - ADOLESCENTS";"190F0201";"No";"Standard";
"BOOKSHOP";"CHILDRENS  BOOKS ";"3-6 YEARS";"3-6 YEARS";"190F0301";"No";"Standard";
"BOOKSHOP";"CHILDRENS  BOOKS ";"6-9 YEARS";"6-9 YEARS";"190F0401";"No";"Standard";
"BOOKSHOP";"CHILDRENS  BOOKS ";"9-12 YEARS";"9-12 YEARS";"190F0601";"No";"Standard";
"BOOKSHOP";"CHILDRENS  BOOKS ";"DOCUMENTAIRE ENFANT";"DOCUMENTAIRE ENFANT";"190F0501";"No";"Standard";
"BOOKSHOP";"COMIC STRIP ART - MANGA - CAMEDY";"COMEDY";"COMEDY";"19040301";"No";"Standard";
"BOOKSHOP";"COMIC STRIP ART - MANGA - CAMEDY";"COMIC STRIP ART";"COMIC STRIP ART";"19040101";"No";"Standard";
"BOOKSHOP";"COMIC STRIP ART - MANGA - CAMEDY";"COMICS";"COMICS";"19040201";"No";"Standard";
"BOOKSHOP";"COMIC STRIP ART - MANGA - CAMEDY";"MANGA";"MANGA";"19040401";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"COMPANY COMPUTING";"COMPANY COMPUTING";"190C0301";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"COMPUTER AND INTERNET";"COMPUTER AND INTERNET";"190C0401";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"COMPUTER CERTIFICATION";"COMPUTER CERTIFICATION";"190C0101";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"COMPUTER LANGUAGE";"COMPUTER LANGUAGE";"190C0501";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"ELECTRONICS";"ELECTRONICS";"190C0201";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"HARDWARE";"HARDWARE";"190C0601";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"MULTIMEDIA";"MULTIMEDIA";"190C0B01";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"NETWORK - TELECOMMUNICATIONS";"NETWORK - TELECOMMUNICATIONS";"190C0901";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"OPERATING SYSTEM";"OPERATING SYSTEM";"190C0A01";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"PROGRAMMING";"PROGRAMMING";"190C0801";"No";"Standard";
"BOOKSHOP";"COMPUTER - INTERNET";"SOFTWARE PACKAGE";"SOFTWARE PACKAGE";"190C0701";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"ART OF RECEIVING";"ART OF RECEIVING";"19060201";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"CANNED FOODS";"CANNED FOODS";"19060D01";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"CHEESE AND DESSERTS";"CHEESE AND DESSERTS";"19060901";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"CIGAR AND TOBACCO";"CIGAR AND TOBACCO";"19060301";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"COOKING DIFFERENTLY";"COOKING DIFFERENTLY";"19060701";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"GENERAL - GUIDES";"GENERAL - GUIDES";"19060A01";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"MEALS";"MEALS";"19060B01";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"REGIONAL COOKING ";"REGIONAL COOKING ";"19060401";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"SIDE DISHES";"SIDE DISHES";"19060101";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"STARTERS";"STARTERS";"19060801";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"TRADITIONAL COOKING";"TRADITIONAL COOKING";"19060601";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"WINE - ALCOHOL - BEVERAGES";"WINE - ALCOHOL - BEVERAGES";"19060C01";"No";"Standard";
"BOOKSHOP";"COOKING AND WINE";"WORLD CUISINE";"WORLD CUISINE";"19060501";"No";"Standard";
"BOOKSHOP";"CRIME NOVEL - THRILLER";"CRIME NOVELS";"CRIME NOVELS";"190I0101";"No";"Standard";
"BOOKSHOP";"CRIME NOVEL - THRILLER";"THRILLER";"THRILLER";"190I0201";"No";"Standard";
"BOOKSHOP";"DIY - DECORATION - GARDENING";"DECORATION - PLANNING";"DECORATION - PLANNING";"19050301";"No";"Standard";
"BOOKSHOP";"DIY - DECORATION - GARDENING";"DIY";"DIY";"19050201";"No";"Standard";
"BOOKSHOP";"DIY - DECORATION - GARDENING";"GARDENING";"GARDENING";"19050401";"No";"Standard";
"BOOKSHOP";"DIY - DECORATION - GARDENING";"HOUSEHOLD ARTS";"HOUSEHOLD ARTS";"19050101";"No";"Standard";
"BOOKSHOP";"EDUCATION";"EDUCATIONAL MEDIA";"EDUCATIONAL MEDIA";"19080601";"No";"Standard";
"BOOKSHOP";"EDUCATION";"HIGH SCHOOL EDUCATION";"HIGH SCHOOL EDUCATION";"19080301";"No";"Standard";
"BOOKSHOP";"EDUCATION";"JUNIOR SCHOOL EDUCATION";"JUNIOR SCHOOL EDUCATION";"19080201";"No";"Standard";
"BOOKSHOP";"EDUCATION";"PEDAGOGY";"PEDAGOGY";"19080501";"No";"Standard";
"BOOKSHOP";"EDUCATION";"PRIMARY EDUCATION";"PRIMARY EDUCATION";"19080401";"No";"Standard";
"BOOKSHOP";"EDUCATION";"VOCATIONAL QUALIFICATION (CAP, BEP or Bac Pro)";"VOCATIONAL QUALIFICATION (CAP, BEP or Bac Pro)";"19080101";"No";"Standard";
"BOOKSHOP";"ENTREPRISE - MARKETING - FINANCE";"ACCOUNTING - FINANCE";"ACCOUNTING - FINANCE";"19090201";"No";"Standard";
"BOOKSHOP";"ENTREPRISE - MARKETING - FINANCE";"HUMAN RESOURCES";"HUMAN RESOURCES";"19090801";"No";"Standard";
"BOOKSHOP";"ENTREPRISE - MARKETING - FINANCE";"LOGISTICS - TRANSPORT";"LOGISTICS - TRANSPORT";"19090401";"No";"Standard";
"BOOKSHOP";"ENTREPRISE - MARKETING - FINANCE";"MANAGEMENT";"MANAGEMENT";"19090501";"No";"Standard";
"BOOKSHOP";"ENTREPRISE - MARKETING - FINANCE";"MANAGEMENT";"MANAGEMENT";"19090601";"No";"Standard";
"BOOKSHOP";"ENTREPRISE - MARKETING - FINANCE";"MARKETING - ADVERTISING - COMMUNICATION";"MARKETING - ADVERTISING - COMMUNICATION";"19090701";"No";"Standard";
"BOOKSHOP";"ENTREPRISE - MARKETING - FINANCE";"PROFESSIONAL LIFE - CAREER";"PROFESSIONAL LIFE - CAREER";"19090901";"No";"Standard";
"BOOKSHOP";"ENTREPRISE - MARKETING - FINANCE";"PURCHASES - SALES";"PURCHASES - SALES";"19090101";"No";"Standard";
"BOOKSHOP";"ENTREPRISE - MARKETING - FINANCE";"SUSTAINABLE DEVELOPMENT";"SUSTAINABLE DEVELOPMENT";"19090301";"No";"Standard";
"BOOKSHOP";"EXTRACURRICULAR  - SCHOLAR";"ENCYCLOPAEDIA";"ENCYCLOPAEDIA";"190P0401";"No";"Standard";
"BOOKSHOP";"EXTRACURRICULAR  - SCHOLAR";"HIGH SCHOOL - GENERAL TRAINING";"HIGH SCHOOL - GENERAL TRAINING";"190P0501";"No";"Standard";
"BOOKSHOP";"EXTRACURRICULAR  - SCHOLAR";"HIGH SCHOOL - PROFESSIONAL TRAINING";"HIGH SCHOOL - PROFESSIONAL TRAINING";"190P0601";"No";"Standard";
"BOOKSHOP";"EXTRACURRICULAR  - SCHOLAR";"JUNIOR SCHOOL ";"JUNIOR SCHOOL ";"190P0101";"No";"Standard";
"BOOKSHOP";"EXTRACURRICULAR  - SCHOLAR";"NURSERY SCHOOL";"NURSERY SCHOOL";"190P0201";"No";"Standard";
"BOOKSHOP";"EXTRACURRICULAR  - SCHOLAR";"PRIMARY SCHOOL";"PRIMARY SCHOOL";"190P0301";"No";"Standard";
"BOOKSHOP";"HEALTH - WELLBEING";"BEAUTY";"BEAUTY";"190L0201";"No";"Standard";
"BOOKSHOP";"HEALTH - WELLBEING";"FOOD - DIET";"FOOD - DIET";"190L0101";"No";"Standard";
"BOOKSHOP";"HEALTH - WELLBEING";"HEALTH - FORM";"HEALTH - FORM";"190L0601";"No";"Standard";
"BOOKSHOP";"HEALTH - WELLBEING";"PERSONAL DEVELOPMENT";"PERSONAL DEVELOPMENT";"190L0401";"No";"Standard";
"BOOKSHOP";"HEALTH - WELLBEING";"RELAXATION";"RELAXATION";"190L0301";"No";"Standard";
"BOOKSHOP";"HEALTH - WELLBEING";"RELAXATION";"RELAXATION";"190L0501";"No";"Standard";
"BOOKSHOP";"HEALTH - WELLBEING";"SEXUALITY";"SEXUALITY";"190L0701";"No";"Standard";
"BOOKSHOP";"HIGHER EDUCATION";"EXTRACURRICULAR HIGHER NATIONAL DIPLOMA";"EXTRACURRICULAR HIGHER NATIONAL DIPLOMA";"190A0101";"No";"Standard";
"BOOKSHOP";"HIGHER EDUCATION";"IUT - DUT";"IUT - DUT";"190A0401";"No";"Standard";
"BOOKSHOP";"HIGHER EDUCATION";"ORIENTATION";"ORIENTATION";"190A0501";"No";"Standard";
"BOOKSHOP";"HIGHER EDUCATION";"PREPARATION CONCOURS (HORS MEDICAL)";"PREPARATION CONCOURS (HORS MEDICAL)";"190A0701";"No";"Standard";
"BOOKSHOP";"HIGHER EDUCATION";"PREPARATORY CLASS HIGHER EDUCATION INSTITUTE";"PREPARATORY CLASS HIGHER EDUCATION INSTITUTE";"190A0301";"No";"Standard";
"BOOKSHOP";"HIGHER EDUCATION";"TEACHING DEGREE - TEACHER CERTIFICATION";"TEACHING DEGREE - TEACHER CERTIFICATION";"190A0201";"No";"Standard";
"BOOKSHOP";"HIGHER EDUCATION";"UNIVERSITY";"UNIVERSITY";"190A0601";"No";"Standard";
"BOOKSHOP";"HISTORY - GEOGRAPHY";"ANCIENT HISTORY";"ANCIENT HISTORY";"190B0201";"No";"Standard";
"BOOKSHOP";"HISTORY - GEOGRAPHY";"GEOGRAPHY";"GEOGRAPHY";"190B0101";"No";"Standard";
"BOOKSHOP";"HISTORY - GEOGRAPHY";"HISTORICAL SCIENCE";"HISTORICAL SCIENCE";"190B0501";"No";"Standard";
"BOOKSHOP";"HISTORY - GEOGRAPHY";"HISTORY OF FRANCE";"HISTORY OF FRANCE";"190B0301";"No";"Standard";
"BOOKSHOP";"HISTORY - GEOGRAPHY";"INTERNATIONAL HISTORY";"INTERNATIONAL HISTORY";"190B0401";"No";"Standard";
"BOOKSHOP";"HUMANITIES";"ETHNO - ANTHROPOLOGY";"ETHNO - ANTHROPOLOGY";"190N0101";"No";"Standard";
"BOOKSHOP";"HUMANITIES";"PHILOSOPHY";"PHILOSOPHY";"190N0201";"No";"Standard";
"BOOKSHOP";"HUMANITIES";"PSYCHOANALYSIS";"PSYCHOANALYSIS";"190N0301";"No";"Standard";
"BOOKSHOP";"HUMANITIES";"PSYCHOLOGY";"PSYCHOLOGY";"190N0401";"No";"Standard";
"BOOKSHOP";"HUMANITIES";"SOCIOLOGY";"SOCIOLOGY";"190N0501";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"ARABE - AUTRE LANGUE DU MOYEN ORIENT";"ARABE - AUTRE LANGUE DU MOYEN ORIENT";"190D0D01";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"AUTO-APPRENTISSAGE LANGUE ETRANGERE";"AUTO-APPRENTISSAGE LANGUE ETRANGERE";"190D0801";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"AUTRE LANGUE ETRANGERE";"AUTRE LANGUE ETRANGERE";"190D0C01";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"CHINOIS - AUTRE LANGUE ASIATIQUE";"CHINOIS - AUTRE LANGUE ASIATIQUE";"190D0B01";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"DICTIONARIES";"DICTIONARIES";"190D0401";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"ENGLISH";"ENGLISH";"190D0201";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"GERMAN";"GERMAN";"190D0101";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"ITALIAN";"ITALIAN";"190D0601";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"LANGUES SCANDINAVES";"LANGUES SCANDINAVES";"190D0901";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"LEARN FRENCH";"LEARN FRENCH";"190D0301";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"RARE LANGUAGES";"RARE LANGUAGES";"190D0701";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"RUSSE - AUTRE LANGUE D'EUROPE DE L'EST";"RUSSE - AUTRE LANGUE D'EUROPE DE L'EST";"190D0A01";"No";"Standard";
"BOOKSHOP";"LANGUAGES - DICTIONARY";"SPANISH - PORTUGUESE";"SPANISH - PORTUGUESE";"190D0501";"No";"Standard";
"BOOKSHOP";"LAW";"BUSINESS LAW";"BUSINESS LAW";"19070201";"No";"Standard";
"BOOKSHOP";"LAW";"CIVIL LAW";"CIVIL LAW";"19070101";"No";"Standard";
"BOOKSHOP";"LAW";"CRIMINAL LAW";"CRIMINAL LAW";"19070501";"No";"Standard";
"BOOKSHOP";"LAW";"INTERNATIONAL LAW";"INTERNATIONAL LAW";"19070401";"No";"Standard";
"BOOKSHOP";"LAW";"LABOUR LAW";"LABOUR LAW";"19070301";"No";"Standard";
"BOOKSHOP";"LAW";"PHILOSOPHY LAW";"PHILOSOPHY LAW";"19070801";"No";"Standard";
"BOOKSHOP";"LAW";"PRIVATE LAW";"PRIVATE LAW";"19070601";"No";"Standard";
"BOOKSHOP";"LAW";"PUBLIC LAW";"PUBLIC LAW";"19070701";"No";"Standard";
"BOOKSHOP";"LEISURE - GAMES - SPORT";"CREATIVE RECREATION";"CREATIVE RECREATION";"190G0201";"No";"Standard";
"BOOKSHOP";"LEISURE - GAMES - SPORT";"GAMES AND ACTIVITIES";"GAMES AND ACTIVITIES";"190G0101";"No";"Standard";
"BOOKSHOP";"LEISURE - GAMES - SPORT";"SPORT";"SPORT";"190G0301";"No";"Standard";
"BOOKSHOP";"LEISURE - GAMES - SPORT";"VIDEO GAMES GUIDE";"VIDEO GAMES GUIDE";"190G0401";"No";"Standard";
"BOOKSHOP";"LIBRAIRIE EN LIGNE";"CARTE PREPAYEE EBOOK";"CARTE PREPAYEE EBOOK";"190U0101";"No";"Standard";
"BOOKSHOP";"LITTERATURE";"ANCIENT LITERATURE";"ANCIENT LITERATURE";"190E0801";"No";"Standard";
"BOOKSHOP";"LITTERATURE";"ESSAI";"ESSAI";"190E0901";"No";"Standard";
"BOOKSHOP";"LITTERATURE";"FOREIGN LITERATURE";"FOREIGN LITERATURE";"190E0201";"No";"Standard";
"BOOKSHOP";"LITTERATURE";"FRENCH LITERATURE";"FRENCH LITERATURE";"190E0301";"No";"Standard";
"BOOKSHOP";"LITTERATURE";"HISTORICAL FICTION";"HISTORICAL FICTION";"190E0601";"No";"Standard";
"BOOKSHOP";"LITTERATURE";"LITERARY REVIEW";"LITERARY REVIEW";"190E0101";"No";"Standard";
"BOOKSHOP";"LITTERATURE";"POETRY";"POETRY";"190E0501";"No";"Standard";
"BOOKSHOP";"LITTERATURE";"ROMAN DE TERROIR";"ROMAN DE TERROIR";"190E0A01";"No";"Standard";
"BOOKSHOP";"LITTERATURE";"SENTIMENTAL LITERATURE ";"SENTIMENTAL LITERATURE ";"190E0401";"No";"Standard";
"BOOKSHOP";"LITTERATURE";"THEATRE";"THEATRE";"190E0701";"No";"Standard";
"BOOKSHOP";"MEDECINE";"ALTERNATIVE MEDICINE";"ALTERNATIVE MEDICINE";"190H0201";"No";"Standard";
"BOOKSHOP";"MEDECINE";"MEDICAL STUDIES - COMPETITION";"MEDICAL STUDIES - COMPETITION";"190H0101";"No";"Standard";
"BOOKSHOP";"MEDECINE";"PARAMEDICAL";"PARAMEDICAL";"190H0401";"No";"Standard";
"BOOKSHOP";"MEDECINE";"PATHOLOGY ";"PATHOLOGY ";"190H0301";"No";"Standard";
"BOOKSHOP";"NEWS - POLITICS -SOCIAL";"NEWS - MEDIA";"NEWS - MEDIA";"19010101";"No";"Standard";
"BOOKSHOP";"NEWS - POLITICS -SOCIAL";"POLITICAL NEWS";"POLITICAL NEWS";"19010201";"No";"Standard";
"BOOKSHOP";"NEWS - POLITICS -SOCIAL";"SOCIAL TRENDS";"SOCIAL TRENDS";"19010301";"No";"Standard";
"BOOKSHOP";"OTHER BOOKS";"OTHER BOOKS";"OTHER BOOKS";"190S0101";"No";"Standard";
"BOOKSHOP";"POLITICAL - ECONOMY";"ECONOMY";"ECONOMY";"190J0101";"No";"Standard";
"BOOKSHOP";"POLITICAL - ECONOMY";"GEOPOLITICS";"GEOPOLITICS";"190J0201";"No";"Standard";
"BOOKSHOP";"POLITICAL - ECONOMY";"POLITICAL SCIENCE";"POLITICAL SCIENCE";"190J0301";"No";"Standard";
"BOOKSHOP";"PRACTICAL LIFE";"CHILDREN - FAMILY";"CHILDREN - FAMILY";"190R0201";"No";"Standard";
"BOOKSHOP";"PRACTICAL LIFE";"COUPLE";"COUPLE";"190R0101";"No";"Standard";
"BOOKSHOP";"PRACTICAL LIFE";"LIFESTYLE";"LIFESTYLE";"190R0301";"No";"Standard";
"BOOKSHOP";"PRACTICAL LIFE";"PARENTHOOD";"PARENTHOOD";"190R0401";"No";"Standard";
"BOOKSHOP";"RELIGION- SPIRITUALITY";"PARANORMAL-ESOTERIC";"PARANORMAL-ESOTERIC";"190K0101";"No";"Standard";
"BOOKSHOP";"RELIGION- SPIRITUALITY";"RELIGION";"RELIGION";"190K0201";"No";"Standard";
"BOOKSHOP";"SCIENCE-FICTION";"FANTASY";"FANTASY";"190M0101";"No";"Standard";
"BOOKSHOP";"SCIENCE-FICTION";"SCIENCE FICTION";"SCIENCE FICTION";"190M0301";"No";"Standard";
"BOOKSHOP";"SCIENCE-FICTION";"TERROR";"TERROR";"190M0201";"No";"Standard";
"BOOKSHOP";"TECHNICAL SCIENCES";"EARTH SCIENCE";"EARTH SCIENCE";"190O0501";"No";"Standard";
"BOOKSHOP";"TECHNICAL SCIENCES";"ENGINEERING - INDUSTRY";"ENGINEERING - INDUSTRY";"190O0201";"No";"Standard";
"BOOKSHOP";"TECHNICAL SCIENCES";"HISTORY OF SCIENCES";"HISTORY OF SCIENCES";"190O0101";"No";"Standard";
"BOOKSHOP";"TECHNICAL SCIENCES";"LIFE SCIENCE";"LIFE SCIENCE";"190O0601";"No";"Standard";
"BOOKSHOP";"TECHNICAL SCIENCES";"MATHEMATICS";"MATHEMATICS";"190O0301";"No";"Standard";
"BOOKSHOP";"TECHNICAL SCIENCES";"PHYSICS - CHEMISTRY";"PHYSICS - CHEMISTRY";"190O0401";"No";"Standard";
"BOOKSHOP";"TOURISM - VOYAGE";"GUIDES TO FRANCE";"GUIDES TO FRANCE";"190Q0101";"No";"Standard";
"BOOKSHOP";"TOURISM - VOYAGE";"GUIDES TO OVERSEAS";"GUIDES TO OVERSEAS";"190Q0201";"No";"Standard";
"BOOKSHOP";"TOURISM - VOYAGE";"HIKING";"HIKING";"190Q0301";"No";"Standard";
"BOOKSHOP";"TOURISM - VOYAGE";"TOURISM ABROAD";"TOURISM ABROAD";"190Q0601";"No";"Standard";
"BOOKSHOP";"TOURISM - VOYAGE";"TOURISM IN FRANCE";"TOURISM IN FRANCE";"190Q0501";"No";"Standard";
"BOOKSHOP";"TOURISM - VOYAGE";"TRAVEL LITERATURE";"TRAVEL LITERATURE";"190Q0401";"No";"Standard";
"CARS - MOTORCYCLES";"CAR AND MOTORCYCLE LUGGAGE";"FIXING KIT";"FIXING KIT";"0S020901";"No";"Standard";
"CARS - MOTORCYCLES";"CAR AND MOTORCYCLE LUGGAGE";"FUEL TANK MAT - BAG";"FUEL TANK MAT - BAG";"0S020101";"No";"Standard";
"CARS - MOTORCYCLES";"CAR AND MOTORCYCLE LUGGAGE";"HOLD STORAGE - CARGO STRAP - HOOKS";"HOLD STORAGE - CARGO STRAP - HOOKS";"0S020301";"No";"Standard";
"CARS - MOTORCYCLES";"CAR AND MOTORCYCLE LUGGAGE";"ICEBOX CAR - MOTORCYCLE - BOAT";"GLACIERE AUTO - GLACIERE MOTO - GLACIERE BATEAU";"0S020201";"No";"Standard";
"CARS - MOTORCYCLES";"CAR AND MOTORCYCLE LUGGAGE";"LUGGAGE COMPARTMENT NET - BAG - ORGANIZER - CAR SAFE ";"LUGGAGE COMPARTMENT NET - BAG - ORGANIZER - CAR SAFE ";"0S020501";"No";"Standard";
"CARS - MOTORCYCLES";"CAR AND MOTORCYCLE LUGGAGE";"MOTORCYCLE SATCHELS - BACKPACKS";"MOTORCYCLE SATCHELS - BACKPACKS";"0S020701";"No";"Standard";
"CARS - MOTORCYCLES";"CAR AND MOTORCYCLE LUGGAGE";"SEATS ORGANIZER - STORAGE POUCH";"SEATS ORGANIZER - STORAGE POUCH";"0S020401";"No";"Standard";
"CARS - MOTORCYCLES";"CAR AND MOTORCYCLE LUGGAGE";"TOP BOX ";"TOP BOX ";"0S020801";"No";"Standard";
"CARS - MOTORCYCLES";"CAR AND MOTORCYCLE LUGGAGE";"TRANSPORT BAG";"TRANSPORT BAG ";"0S020601";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"CANOE RACK";"CANOE RACK";"0S030H01";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"CARAVAN MOVER";"CARAVAN MOVER";"0S030Q01";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"CYCLE RACK - ACCESSORIES";"CYCLE RACK - ACCESSORIES";"0S030101";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"HEIGHT ADJUSTER";"HEIGHT ADJUSTER";"0S030M01";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"JOCKEY WHEEL";"JOCKEY WHEEL";"0S030P01";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"LOADING RAMP ";"LOADING RAMP ";"0S030L01";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"MOTORCYCLE STAND";"MOTORCYCLE STAND";"0S030Z01";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"PROTECTIVE FOAM";"PROTECTIVE FOAM";"0S030F01";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"REAR LUGGAGE COMPARTMENT";"REAR LUGGAGE COMPARTMENT";"0S030901";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"ROOF BARS - ROOF BAR ADAPTER";"ROOF BARS - ROOF BAR ADAPTER";"0S030401";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"ROOF BOX";"ROOF BOX";"0S030701";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"ROOF RACK";"ROOF RACK";"0S030E01";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"SIDE BOARD";"SIDE BOARD";"0S030O01";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"SKI RACK";"SKI RACK";"0S030G01";"No";"Standard";
"CARS - MOTORCYCLES";"CARRYING - TOWING";"SURFBOARD RACK";"SURFBOARD RACK";"0S030J01";"No";"Standard";
